marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,SubCategorieMS,BouwjaarBegin,BouwjaarEind,Gemeente,Provincie,Plaats,Situering,Adres,Postcode,Status,long,lat
#0080ff,small,,7032,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Augustinusga,,Geawei 15,9284 TA,beschermd,6.162805656701,53.217949118521
#0080ff,small,,7034,,Boerderij,,,Achtkarspelen,Friesland,Augustinusga,,Legeloane 6,9284 XN,beschermd,6.157245268835,53.211721752322
#0080ff,small,,7035,,Opslag,,,Achtkarspelen,Friesland,Augustinusga,,Geawei 20,9284 TC,beschermd,6.162742900239,53.218623467166
#0080ff,small,,7036,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Buitenpost,,Oude Havenstraat 1,9285 TC,beschermd,6.144803688937,53.251725093047
#0080ff,small,,7037,,Woonhuis,,,Achtkarspelen,Friesland,Buitenpost,,Voorstraat 24,9285 NS,beschermd,6.14178193613,53.253712010649
#0080ff,small,,7038,,Boerderij,,,Achtkarspelen,Friesland,Buitenpost,,West 2,9285 WC,beschermd,6.135777051297,53.253911346069
#0080ff,small,,7039,De Munts,Industrie- en poldermolen,,,Achtkarspelen,Friesland,Buitenpost,,West 1A,9285 WB,beschermd,6.132448420488,53.251173421043
#0080ff,small,,7040,,Boerderij,,,Achtkarspelen,Friesland,Drogeham,,It Kleasterbreed 3,9289 KA,beschermd,6.126847504828,53.201453411727
#0080ff,small,,7041,,Vanwege onderdelen kerk,,,Achtkarspelen,Friesland,Drogeham,,It Kleasterbreed 1,9289 KA,beschermd,6.126719745352,53.20185856594
#0080ff,small,,7042,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Drogeham,,Tsjerke Buorren 4,9289 HL,beschermd,6.109995541299,53.20228399848
#0080ff,small,,7043,,Woonhuis,,,Achtkarspelen,Friesland,Drogeham,,Tsjerke Buorren 8,9289 HL,beschermd,6.109440971995,53.20223342339
#0080ff,small,,7044,,Industrie- en poldermolen,,,Achtkarspelen,Friesland,Augustinusga,,Oost 8,9285 XL,beschermd,6.15585355206,53.255518745872
#0080ff,small,,7045,,"Klooster, kloosteronderdl",,,Achtkarspelen,Friesland,Gerkesklooster,,De Poorthoek 1,9873 PL,beschermd,6.200809103853,53.242175058322
#0080ff,small,,7046,,Woonhuis,,,Achtkarspelen,Friesland,Kootstertille,,Rykswei 2,9288 CB,beschermd,6.085572949005,53.227373384166
#0080ff,small,,7047,,Boerderij,,,Achtkarspelen,Friesland,Kootstertille,,Rykswei 4,9288 CB,beschermd,6.084714569842,53.227072858996
#0080ff,small,,7048,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Kootstertille,,Tillebuorren 42,9288 AP,beschermd,6.092910453985,53.21179394231
#0080ff,small,,7049,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Surhuisterveen,,Gedempte Vaart 23,9231 AS,beschermd,6.15998487776,53.179911774982
#0080ff,small,,7050,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Surhuisterveen,,Gedempte Vaart 8,9231 AV,beschermd,6.162200173464,53.181667722749
#0080ff,small,,7051,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Surhuizum,,Doarpsstrjitte 31,9283 TD,beschermd,6.17700305625,53.205923177705
#0080ff,small,,7052,,Woonhuis,,,Achtkarspelen,Friesland,Surhuizum,,Koartw‘ld 11,9283 TW,beschermd,6.183303012024,53.185537247207
#0080ff,small,,7053,,Gedenkteken,,,Achtkarspelen,Friesland,Kootstertille,Bij,Harstewei 1,9288 GN,beschermd,6.072683248567,53.223790482633
#0080ff,small,,7054,,Kerk en kerkonderdeel,,,Achtkarspelen,Friesland,Twijzel,,Tsjerkebuorren 15,9286 EZ,beschermd,6.103583320138,53.239802420589
#0080ff,small,,7055,,Kerkelijke dienstwoning,,,Achtkarspelen,Friesland,Twijzel,,Tsjerkebuorren 24,9286 GB,beschermd,6.103948353949,53.23923413661
#0080ff,small,,7057,,Boerderij,,,Achtkarspelen,Friesland,Twijzel,,Wedzebuorren 23,9286 ER,beschermd,6.09429156654,53.23583188582
#0080ff,small,,7058,,Boerderij,,,Achtkarspelen,Friesland,Twijzel,,Wedzebuorren 25,9286 ER,beschermd,6.094622944137,53.235946748382
#0080ff,small,,7059,,Boerderij,,,Achtkarspelen,Friesland,Twijzel,,Wedzebuorren 27,9286 ER,beschermd,6.095017023453,53.236231970315
#0080ff,small,,7060,,Begraafplaats en -onderdl,,,Achtkarspelen,Friesland,Twijzelerheide,,Bjirkewei 102,9287 LG,beschermd,6.042115925491,53.243046951744
#0080ff,small,,7061,Aeolus,Industrie- en poldermolen,,,Winsum,Groningen,Adorp,Bij,Molenweg 7,9774 PG,beschermd,6.536545806382,53.275734228791
#0080ff,small,,7062,,Horeca,,,Winsum,Groningen,Adorp,,Provincialeweg 37,9774 PA,beschermd,6.535541058692,53.275159738111
#0080ff,small,,7063,,Woonhuis,,,Winsum,Groningen,Adorp,,Torenweg 15,9774 PH,beschermd,6.533357804868,53.274803173651
#0080ff,small,,7064,,Woonhuis,,,Winsum,Groningen,Adorp,,Torenweg 17,9774 PH,beschermd,6.533308308338,53.274632908657
#0080ff,small,,7065,,Kerk en kerkonderdeel,,,Winsum,Groningen,Adorp,,Torenweg 4,9774 PJ,beschermd,6.534279638039,53.274515801405
#0080ff,small,,7066,,Industrie- en poldermolen,,,Winsum,Groningen,Klein Wetsinge,,Molenstreek 3,9773 TJ,beschermd,6.532548921537,53.300807778528
#0080ff,small,,7067,,Kerkelijke dienstwoning,,,Winsum,Groningen,Groot Wetsinge,,Karspelweg 2,9773 TL,beschermd,6.528987025417,53.303950864273
#0080ff,small,,7068,,Woonhuis,,,Winsum,Groningen,Groot Wetsinge,,Karspelweg 3,9773 TL,beschermd,6.529663832112,53.304016319916
#0080ff,small,,7069,De Paddepoel,Boerderij,,,Winsum,Groningen,Adorp,,Paddepoelsterweg 5,9774 TG,beschermd,6.523164346212,53.257745388489
#0080ff,small,,7070,,Boerderij,,,Winsum,Groningen,Adorp,,Wierumerschouwsterweg 23,9774 TE,beschermd,6.511146882003,53.274473913409
#0080ff,small,,7071,,Boerderij,,,Zuidhorn,Groningen,Aduard,,Burg van Barneveldweg 3,9831 RD,beschermd,6.457557954919,53.258348162916
#0080ff,small,,7072,Horn Heem,Boerderij,,,Zuidhorn,Groningen,Aduard,,Dorpsstraat 6,9832 PD,beschermd,6.447435140475,53.227525604917
#0080ff,small,,7073,,Kerkelijke dienstwoning,,,Zuidhorn,Groningen,Aduard,,Hofstraat 47,9831 RB,beschermd,6.458950089407,53.256475616531
#0080ff,small,,7074,,Woonhuis,,,Zuidhorn,Groningen,Aduard,,Kaakheem 2,9831 RC,beschermd,6.459404000285,53.256651286491
#0080ff,small,,7075,,"Klooster, kloosteronderdl",,,Zuidhorn,Groningen,Aduard,,Burg Seinenstraat 42,9831 PX,beschermd,6.460058283314,53.256447747019
#0080ff,small,,7076,,Brug,,,Zuidhorn,Groningen,Aduard,, ,9830 AA,beschermd,6.482927998122,53.261866546088
#0080ff,small,,7077,,Industrie- en poldermolen,,,Zuidhorn,Groningen,Fransum,,Aduarderdiep 1,9833 TG,beschermd,6.482582012041,53.26831276141
#0080ff,small,,7078,,Boerderij,,,Zuidhorn,Groningen,Fransum,,Fransumerweg 2,9833 TC,beschermd,6.449076994448,53.278489383693
#0080ff,small,,7079,,Kerk en kerkonderdeel,,,Zuidhorn,Groningen,Fransum,,Fransumerweg 4,9833 TC,beschermd,6.447526913189,53.278251468394
#0080ff,small,,7080,,Werk-woonhuis,,,Zuidhorn,Groningen,Den Ham,,Ds Koppiusweg 2,9833 PD,beschermd,6.427882349518,53.273094567454
#0080ff,small,,7081,,Kerk en kerkonderdeel,,,Zuidhorn,Groningen,Den Ham,,Ds Koppiusweg 42,9833 PD,beschermd,6.42724332219,53.270215583467
#0080ff,small,,7082,Hamsterborg,"Kasteel, buitenplaats",,,Zuidhorn,Groningen,Den Ham,,Sietse Veldstraweg 25,9833 TA,beschermd,6.417244730865,53.276475156504
#0080ff,small,,7083,,Boerderij,,,Zuidhorn,Groningen,Den Horn,,Weersterweg 14,9832 TE,beschermd,6.465558465613,53.234274520269
#0080ff,small,,7084,,Boerderij,,,Zuidhorn,Groningen,Den Horn,,Weersterweg 20,9832 TE,beschermd,6.457717602022,53.230938942961
#0080ff,small,,7522,,Woonhuis,,,Menterwolde,Groningen,Zuidbroek,,Heiligelaan 97,9636 CM,beschermd,6.873717660817,53.171569824132
#0080ff,small,,7600,,Woonhuis,,,Ameland,Friesland,Nes,,Johannes Hofkerweg 2,9163 GW,beschermd,5.772157637641,53.444605207197
#0080ff,small,,7601,,Woonhuis,,,Ameland,Friesland,Nes,,Kardinaal de Jongweg 3,9163 HX,beschermd,5.774064350474,53.445767136813
#0080ff,small,,7602,,Woonhuis,,,Ameland,Friesland,Nes,,Kardinaal de Jongweg 9,9163 HX,beschermd,5.77457960133,53.446160816963
#0080ff,small,,7603,,Woonhuis,,,Ameland,Friesland,Nes,,Kardinaal de Jongweg 19,9163 HX,beschermd,5.775390656507,53.445978506908
#0080ff,small,,7604,,Kerk en kerkonderdeel,,,Ameland,Friesland,Nes,,Kardinaal de Jongweg 33,9163 HZ,beschermd,5.77830185447,53.446696866181
#0080ff,small,,7605,,Woonhuis,,,Ameland,Friesland,Nes,,Kardinaal de Jongweg 6,9163 JA,beschermd,5.774243972257,53.445658740607
#0080ff,small,,7606,,Kerk en kerkonderdeel,,,Ameland,Friesland,Nes,,Kerkplein 1,9163 HB,beschermd,5.772666037817,53.44591537942
#0080ff,small,,7607,,Woonhuis,,,Ameland,Friesland,Nes,,Kerkplein 3,9163 HB,beschermd,5.772831663631,53.445923834084
#0080ff,small,,7608,,Woonhuis,,,Ameland,Friesland,Nes,,Kerkplein 4,9163 HB,beschermd,5.772828757637,53.445600386283
#0080ff,small,,8418,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 26,9401 GN,beschermd,6.55790529521,52.994040173565
#0080ff,small,,8419,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 28,9401 GN,beschermd,6.557636777206,52.994024828918
#0080ff,small,,8420,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 30,9401 GN,beschermd,6.557444646209,52.994080631944
#0080ff,small,,8421,Witte Huis,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 36,9401 GN,beschermd,6.556997438153,52.994067034996
#0080ff,small,,8422,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 48,9401 GN,beschermd,6.556222873472,52.994065625104
#0080ff,small,,8423,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 88,9406 CM,beschermd,6.551000268522,52.994269362652
#0080ff,small,,8424,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart N.Z. 126,9406 CP,beschermd,6.545925087759,52.994417520908
#0080ff,small,,8425,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart Z.Z. 33,9401 GG,beschermd,6.555999923847,52.993528584999
#0080ff,small,,8426,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart Z.Z. 49,9401 GH,beschermd,6.554274776074,52.993626323004
#0080ff,small,,8427,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart Z.Z. 51,9401 GH,beschermd,6.554110014837,52.993591983444
#0080ff,small,,8428,,Woonhuis,,,Assen,Drenthe,Assen,,Vaart Z.Z. 53,9401 GH,beschermd,6.553887136338,52.993612132881
#0080ff,small,,8429,,Boerderij,,,Assen,Drenthe,Assen,,Anreep 6,9404 TE,beschermd,6.58512468463,52.976964692431
#0080ff,small,,8431,,Boerderij,,,Assen,Drenthe,Assen,,Witterhaar 11,9405 VJ,beschermd,6.518392173471,52.980382961596
#0080ff,small,,8432,,Boerderij,,,Assen,Drenthe,Assen,,Witterzomer 1,9405 VE,beschermd,6.515134173677,52.98106980312
#0080ff,small,,8652,,Boerderij,,,Franekeradeel,Friesland,Sexbierum,,Liauckamaleane 2,8855 XJ,beschermd,5.476347699165,53.220989190328
#0080ff,small,,8653,,Woonhuis,,,Franekeradeel,Friesland,Sexbierum,,Liauckamaleane 4,8855 XJ,beschermd,5.47564468519,53.221304205047
#0080ff,small,,8654,,Kerk en kerkonderdeel,,,Franekeradeel,Friesland,Sexbierum,,Tsjerkepaed 1,8855 HM,beschermd,5.484607562239,53.219041883847
#0080ff,small,,8655,,Weg,,,Franekeradeel,Friesland,Sexbierum,Bij,Tsjerkepaed 1,8855 HM,beschermd,5.484607562239,53.219041883847
#0080ff,small,,8656,,Woonhuis,,,Franekeradeel,Friesland,Tzummarum,,Buorren 44,8851 EP,beschermd,5.545500799571,53.237271459617
#0080ff,small,,8657,,Woonhuis,,,Franekeradeel,Friesland,Tzummarum,,Buorren 55,8851 EL,beschermd,5.545679237875,53.236920789594
#0080ff,small,,8658,,Woonhuis,,,Franekeradeel,Friesland,Tzummarum,,Buorren 57,8851 EL,beschermd,5.545604221267,53.236884946709
#0080ff,small,,7609,,Woonhuis,,,Ameland,Friesland,Nes,,Kerkstraat 1,9163 HA,beschermd,5.772438117216,53.44567351592
#0080ff,small,,7610,,Woonhuis,,,Ameland,Friesland,Nes,,Kerkstraat 3,9163 HA,beschermd,5.772334383291,53.445853546103
#0080ff,small,,7611,Phoenix,Industrie- en poldermolen,,,Ameland,Friesland,Nes,Bij,Molenweg 10,9163 HP,beschermd,5.774212757849,53.447204246837
#0080ff,small,,7613,,Woonhuis,,,Ameland,Friesland,Nes,,Noorderweg 1,9163 HR,beschermd,5.774285009761,53.446871572729
#0080ff,small,,7614,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 1,9163 GP,beschermd,5.77109405349,53.445156682672
#0080ff,small,,7615,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 3,9163 GP,beschermd,5.771064838773,53.445255609927
#0080ff,small,,7616,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 5,9163 GP,beschermd,5.770869438477,53.445283187384
#0080ff,small,,7617,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 13,9163 GP,beschermd,5.77010649096,53.445797756074
#0080ff,small,,7618,,Boerderij,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 15,9163 GP,beschermd,5.769592245955,53.445511872679
#0080ff,small,,7619,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 19,9163 GP,beschermd,5.769519399733,53.445781651522
#0080ff,small,,7620,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 4,9163 GR,beschermd,5.771531609177,53.445281075915
#0080ff,small,,7621,,Woonhuis,,,Ameland,Friesland,Nes,,Rixt van Doniastraat 8,9163 GR,beschermd,5.771291945427,53.445407629436
#0080ff,small,,7622,,Woonhuis,,,Ameland,Friesland,Nes,,Torenstraat 1,9163 HD,beschermd,5.771367674807,53.445461297397
#0080ff,small,,7623,,Woonhuis,,,Ameland,Friesland,Nes,,Torenstraat 7,9163 HD,beschermd,5.770771158676,53.446074173324
#0080ff,small,,7624,,Kerk en kerkonderdeel,,,Ameland,Friesland,Nes,,Torenstraat 2,9163 HE,beschermd,5.771639207718,53.445532310237
#0080ff,small,,7625,,Woonhuis,,,Ameland,Friesland,Nes,,Torenstraat 10,9163 HE,beschermd,5.771378209543,53.446638288047
#0080ff,small,,7626,,Woonhuis,,,Ameland,Friesland,Nes,,Torenstraat 12,9163 HE,beschermd,5.771274468852,53.446818317261
#0080ff,small,,7627,,Boerderij,,,Ameland,Friesland,Nes,Bij,Torenstraat 14,9163 HE,beschermd,5.77115382875,53.446791747204
#0080ff,small,,7628,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 1,9163 HS,beschermd,5.772428228571,53.446248582355
#0080ff,small,,7629,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 3,9163 HS,beschermd,5.772428147932,53.446239597695
#0080ff,small,,7631,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 9,9163 HS,beschermd,5.773195761743,53.446246124689
#0080ff,small,,7632,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 2,9163 HT,beschermd,5.77180893776,53.445998984077
#0080ff,small,,7633,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 10,9163 HT,beschermd,5.774248509304,53.446161881535
#0080ff,small,,7634,,Woonhuis,,,Ameland,Friesland,Nes,,Van der Stratenweg 12,9163 HT,beschermd,5.774489952069,53.446232984657
#0080ff,small,,7635,,Kerk en kerkonderdeel,,,Ameland,Friesland,Nes,,Vermaningspad 1,9163 JD,beschermd,5.773950746435,53.4448510397
#0080ff,small,,7636,,Woonhuis,,,Ameland,Friesland,Nes,,Vermaningspad 4,9163 JD,beschermd,5.774521074812,53.444678493155
#0080ff,small,,7637,,Woonhuis,,,Ameland,Friesland,Nes,,Vermaningspad 6,9163 JD,beschermd,5.774148977626,53.445137920434
#0080ff,small,,7638,,Woonhuis,,,Ameland,Friesland,Nes,,Vermaningspad 8,9163 JD,beschermd,5.774059491727,53.445228057157
#0080ff,small,,7639,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 3,9163 JB,beschermd,5.773316660342,53.444628451357
#0080ff,small,,7640,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 13,9163 JB,beschermd,5.774785671721,53.445648013473
#0080ff,small,,7641,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 15,9163 JB,beschermd,5.774935922804,53.445620575041
#0080ff,small,,7642,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 4,9163 JC,beschermd,5.773931730696,53.4444108395
#0080ff,small,,7643,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 12,9163 JC,beschermd,5.773530501536,53.444978177527
#0080ff,small,,7644,,Woonhuis,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 14,9163 JC,beschermd,5.773320701444,53.445077684541
#0080ff,small,,7645,,Boerderij,,,Ameland,Friesland,Nes,,Burgemeester Waldastraat 18,9163 JC,beschermd,5.774436372945,53.445298725234
#0080ff,small,,7646,,Begraafplaats en -onderdl,,,Ameland,Friesland,Nes,, ,9160 AA,beschermd,5.642584511333,53.445093488141
#0080ff,small,,7647,,Kerk en kerkonderdeel,,,Ameland,Friesland,Ballum,,Camminghastraat 14,9162 EM,beschermd,5.686778087811,53.444066198661
#0080ff,small,,7648,,Woonhuis,,,Ameland,Friesland,Ballum,,Camminghastraat 5,9162 EK,beschermd,5.686271828721,53.442683783989
#0080ff,small,,7649,,Woonhuis,,,Ameland,Friesland,Ballum,,Camminghastraat 13,9162 EK,beschermd,5.686472471416,53.44340207681
#0080ff,small,,7650,,Woonhuis,,,Ameland,Friesland,Ballum,,Camminghastraat 35,9162 EK,beschermd,5.686000855778,53.444831845319
#0080ff,small,,7651,,Woonhuis,,,Ameland,Friesland,Ballum,,Camminghastraat 39,9162 EK,beschermd,5.686001418751,53.444912707894
#0080ff,small,,7652,,Vanwege onderdelen kerk,,,Ameland,Friesland,Ballum,,Camminghastraat 14,9162 EM,beschermd,5.686778087811,53.444066198661
#0080ff,small,,7653,,Woonhuis,,,Ameland,Friesland,Ballum,,Gerrit Kosterweg 13,9162 EN,beschermd,5.687179889813,53.443418286232
#0080ff,small,,7654,,Woonhuis,,,Ameland,Friesland,Ballum,,Gerrit Kosterweg 10,9162 EN,beschermd,5.687965637791,53.443874555502
#0080ff,small,,7655,,Boerderij,,,Ameland,Friesland,Ballum,,Gerrit Kosterweg 8,9162 EN,beschermd,5.688190930941,53.443811098309
#0080ff,small,,7656,,Boerderij,,,Ameland,Friesland,Ballum,,Nesserweg 1,9162 ES,beschermd,5.690131524947,53.445836816272
#0080ff,small,,7657,,Boerderij,,,Ameland,Friesland,Ballum,,Nesserweg 7,9162 ES,beschermd,5.688531910907,53.445220872865
#0080ff,small,,7658,,Kapel,,,Ameland,Friesland,Ballum,,Smitteweg 4,9162 EC,beschermd,5.687847581956,53.442059902004
#0080ff,small,,7659,,Woonhuis,,,Ameland,Friesland,Hollum,,Johannes Bakkerstraat 7,9161 BT,beschermd,5.637427772085,53.440836500004
#0080ff,small,,7660,,Werk-woonhuis,,,Ameland,Friesland,Hollum,,Johannes Bakkerstraat 13,9161 BT,beschermd,5.637474540073,53.441114934133
#0080ff,small,,7661,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 11,9161 AJ,beschermd,5.640124868794,53.436320448827
#0080ff,small,,7662,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 13,9161 AJ,beschermd,5.63996004671,53.436437598681
#0080ff,small,,7663,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 15,9161 AJ,beschermd,5.639765183727,53.436563796231
#0080ff,small,,7664,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 17,9161 AJ,beschermd,5.639841156245,53.436689425372
#0080ff,small,,7665,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 8,9161 AK,beschermd,5.640457001704,53.436508433406
#0080ff,small,,7666,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 12,9161 AK,beschermd,5.640548022607,53.436634030447
#0080ff,small,,7667,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 14,9161 AK,beschermd,5.640337425149,53.436643458368
#0080ff,small,,7668,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 18,9161 AK,beschermd,5.640384525358,53.43697580049
#0080ff,small,,7669,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 32,9161 AL,beschermd,5.64020645544,53.437398464945
#0080ff,small,,7670,,Woonhuis,,,Ameland,Friesland,Hollum,,Burenlaan 36,9161 AL,beschermd,5.640674814053,53.437720935894
#0080ff,small,,7671,,Woonhuis,,,Ameland,Friesland,Hollum,,Johan Wilhelm Burgerstraat 1,9161 BH,beschermd,5.638494071184,53.440474883673
#0080ff,small,,7672,,Woonhuis,,,Ameland,Friesland,Hollum,,Johan Wilhelm Burgerstraat 5,9161 BH,beschermd,5.638120082139,53.440853028832
#0080ff,small,,7673,,Woonhuis,,,Ameland,Friesland,Hollum,,Herenweg 2,9161 AM,beschermd,5.641085595941,53.438483786144
#0080ff,small,,7674,,Woonhuis,,,Ameland,Friesland,Hollum,,Herenweg 8,9161 AM,beschermd,5.640333240532,53.438485370453
#0080ff,small,,7675,,Woonhuis,,,Ameland,Friesland,Hollum,,Herenweg 12,9161 AM,beschermd,5.639896874366,53.438486287199
#0080ff,small,,7676,,Boerderij,,,Ameland,Friesland,Hollum,,Jan Jacobstraat 2,9163 HG,beschermd,5.772370287444,53.446500345373
#0080ff,small,,7677,,Woonhuis,,,Ameland,Friesland,Hollum,,Kerkpad 2,9161 AH,beschermd,5.640286829393,53.435718120196
#0080ff,small,,7678,,Woonhuis,,,Ameland,Friesland,Hollum,,Olfert Pieter Lapstraat 2,9161 BV,beschermd,5.636888503106,53.441259909091
#0080ff,small,,7679,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 9,9161 AB,beschermd,5.64111936288,53.436560947512
#0080ff,small,,7680,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 13,9161 AB,beschermd,5.641120904201,53.436821506279
#0080ff,small,,7681,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 17,9161 AB,beschermd,5.641062471626,53.437118131091
#0080ff,small,,7682,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 21,9161 AB,beschermd,5.641244679623,53.437396278474
#0080ff,small,,7683,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 23,9161 AB,beschermd,5.641382015537,53.437719444777
#0080ff,small,,7684,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 31,9161 AB,beschermd,5.641550459009,53.438213258129
#0080ff,small,,7685,,Kerk en kerkonderdeel,,,Ameland,Friesland,Hollum,,Oosterlaan 2,9161 AC,beschermd,5.6408737881,53.43574383945
#0080ff,small,,7686,,Kerk en kerkonderdeel,,,Ameland,Friesland,Hollum,,Oosterlaan 2,9161 AC,beschermd,5.6408737881,53.43574383945
#0080ff,small,,7687,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 8,9161 AC,beschermd,5.641570010486,53.43643420756
#0080ff,small,,7688,,Boerderij,,,Ameland,Friesland,Hollum,,Oosterlaan 16,9161 AC,beschermd,5.641769982881,53.437170546404
#0080ff,small,,7689,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 22,9161 AC,beschermd,5.641637225958,53.437620071817
#0080ff,small,,7690,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 26,9161 AC,beschermd,5.641877974825,53.437619562746
#0080ff,small,,7691,,Woonhuis,,,Ameland,Friesland,Hollum,,Oosterlaan 30,9161 AC,beschermd,5.641819226621,53.437862279153
#0080ff,small,,7692,,Woonhuis,,,Ameland,Friesland,Hollum,,Oranjeweg 3,9161 CA,beschermd,5.63722118351,53.441537749956
#0080ff,small,,7693,,Kust- en oevermarkering,,,Ameland,Friesland,Hollum,,Oranjeweg 57,9161 CB,beschermd,5.625706716277,53.449216216348
#0080ff,small,,7694,,Woonhuis,,,Ameland,Friesland,Hollum,,Schoolstraat 8,9161 BE,beschermd,5.639690443061,53.439205511509
#0080ff,small,,7695,,Woonhuis,,,Ameland,Friesland,Hollum,,Tussen Dijken 2,9161 BN,beschermd,5.641716988392,53.438383619123
#0080ff,small,,7696,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 1,9161 AN,beschermd,5.639400742075,53.438559206711
#0080ff,small,,7697,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 3,9161 AN,beschermd,5.63923527634,53.438568538128
#0080ff,small,,7698,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 9,9161 AN,beschermd,5.638980265538,53.43870384509
#0080ff,small,,7699,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 17,9161 AN,beschermd,5.638318399566,53.438741167082
#0080ff,small,,7700,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 19,9161 AN,beschermd,5.63831876753,53.438804060541
#0080ff,small,,7701,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 21,9161 AN,beschermd,5.638063594901,53.438912411216
#0080ff,small,,7702,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 2,9161 AP,beschermd,5.63950696987,53.43871172726
#0080ff,small,,7703,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 14,9161 AP,beschermd,5.638455559999,53.439037382238
#0080ff,small,,7704,,Woonhuis,,,Ameland,Friesland,Hollum,,Westerlaan 16,9161 AP,beschermd,5.638245160498,53.439082745615
#0080ff,small,,7705,,Woonhuis,,,Ameland,Friesland,Hollum,,Zuiderlaan 9,9161 AE,beschermd,5.640207256276,53.43498152556
#0080ff,small,,7706,,Woonhuis,,,Ameland,Friesland,Hollum,,Zuiderlaan 13,9161 AE,beschermd,5.640284074826,53.435250911143
#0080ff,small,,7707,,Woonhuis,,,Ameland,Friesland,Hollum,,Zuiderlaan 19,9161 AE,beschermd,5.64033048431,53.435466451194
#0080ff,small,,7709,,Woonhuis,,,Ameland,Friesland,Hollum,,Zuiderlaan 14,9161 AG,beschermd,5.640645920902,53.435375938482
#0080ff,small,,7710,,Woonhuis,,,Ameland,Friesland,Hollum,,Zuiderlaan 16,9161 AG,beschermd,5.640781600455,53.435420577254
