marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,SubCategorieMS,BouwjaarBegin,BouwjaarEind,Gemeente,Plaats,Situering,Adres,Postcode,Status,long,lat
#0080ff,small,,23674,,Boerderij,,,De Marne,Hornhuizen,,Ommelanderweg 9,9978 TC,beschermd,6.323669608896,53.376057477647
#0080ff,small,,23977,,"Kasteel, buitenplaats",,,Leek,Leek,,Nienoord 1,9351 AC,beschermd,6.39430765948,53.167892359819
#0080ff,small,,23978,,Kapel,,,Leek,Leek,,De Dam 44,9351 AN,beschermd,6.391789482035,53.161838739777
#0080ff,small,,23979,,Kerk en kerkonderdeel,,,Leek,Lettelbert,,Hoofdstraat 162,9827 PC,beschermd,6.405627343975,53.188842628808
#0080ff,small,,23980,,Boerderij,,,Leek,Midwolde,,Hoofdstraat 111,9355 TC,beschermd,6.384754550708,53.184228394251
#0080ff,small,,23981,,Boerderij,,,Leek,Midwolde,,Hoofdstraat 124,9355 TD,beschermd,6.387467385332,53.179272341058
#0080ff,small,,23982,,Kerk en kerkonderdeel,,,Leek,Midwolde,,Hoofdstraat 134,9355 TD,beschermd,6.392412676317,53.18030933909
#0080ff,small,,23983,,Vanwege onderdelen kerk,,,Leek,Leek,,Hoofdstraat 227,9828 PB,beschermd,6.439713032276,53.201901953589
#0080ff,small,,23984,,Boerderij,,,Leek,Tolbert,,Hoofdstraat 27,9356 AT,beschermd,6.357329190949,53.172699403726
#0080ff,small,,23985,,Kerk en kerkonderdeel,,,Leek,Tolbert,,Hoofdstraat 48,9356 AX,beschermd,6.361524110033,53.172359855306
#0080ff,small,,23997,,Boerderij,,,De Marne,Leens,,Grijssloot 1,9965 TG,beschermd,6.376445080952,53.374224349007
#0080ff,small,,23998,,Werk-woonhuis,,,De Marne,Leens,,Zuster A. Westerhofstraat 3,9965 PH,beschermd,6.373632428738,53.360337611036
#0080ff,small,,23999,,Kerkelijke dienstwoning,,,De Marne,Leens,,Zuster A. Westerhofstraat 15,9965 PH,beschermd,6.373701328515,53.359411518446
#0080ff,small,,24000,,Kerk en kerkonderdeel,,,De Marne,Leens,,Zuster A. Westerhofstraat 8,9965 PJ,beschermd,6.374184368998,53.35951538398
#0080ff,small,,24001,,Boerderij,,,De Marne,Leens,,Wierde 33,9965 TA,beschermd,6.394055562181,53.359467490956
#0080ff,small,,24003,,Begraafplaats en -onderdl,,,De Marne,Mensingeweer,Tegenover,Klein Maarslag 1,9961 TE,beschermd,6.452487716279,53.343751127852
#0080ff,small,,24004,,Kerk en kerkonderdeel,,,De Marne,Mensingeweer,,Hoofdstraat 1,9961 PB,beschermd,6.465514771458,53.350697894709
#0080ff,small,,24005,,Industrie- en poldermolen,,,De Marne,Mensingeweer,,Molenweg 10,9961 PD,beschermd,6.46614972243,53.351464982556
#0080ff,small,,24006,,Boerderij,,,De Marne,Mensingeweer,,Wildeveldseweg 2,9961 TZ,beschermd,6.468256673036,53.34446404607
#0080ff,small,,24007,,Boerderij,,,De Marne,Mensingeweer,,Klein Maarslag 1,9961 TE,beschermd,6.452487716279,53.343751127852
#0080ff,small,,24008,,Boerderij,,,De Marne,Mensingeweer,,Wildeveldseweg 1,9961 TZ,beschermd,6.468261155748,53.345838843936
#0080ff,small,,24009,,Horeca,,,De Marne,Schouwerzijl,,Zijlvestweg 26,9962 TB,beschermd,6.450028439869,53.331713854091
#0080ff,small,,24010,,Kerk en kerkonderdeel,,,De Marne,Warfhuizen,,Baron van Asbeckweg 13,9963 PA,beschermd,6.424761387952,53.342789473233
#0080ff,small,,24011,,Woonhuis,,,De Marne,Warfhuizen,,Baron van Asbeckweg 17,9963 PA,beschermd,6.425259011513,53.342255014646
#0080ff,small,,24012,,Boerderij,,,De Marne,Warfhuizen,,Baron van Asbeckweg 25,9963 PA,beschermd,6.425637831325,53.341775494886
#0080ff,small,,24013,,Woonhuis,,,De Marne,Warfhuizen,,Baron van Asbeckweg 29,9963 PA,beschermd,6.425673550266,53.341388795881
#0080ff,small,,24014,,Woonhuis,,,De Marne,Warfhuizen,,Baron van Asbeckweg 4,9963 PC,beschermd,6.424801076269,53.343813514165
#0080ff,small,,24017,,Werk-woonhuis,,,De Marne,Warfhuizen,,Baron van Asbeckweg 42,9963 PC,beschermd,6.426015559213,53.3412510541
#0080ff,small,,24018,,Werk-woonhuis,,,De Marne,Warfhuizen,,Baron van Asbeckweg 44,9963 PC,beschermd,6.425948580215,53.340964086276
#0080ff,small,,24019,Ter Borg,Boerderij,,,De Marne,Warfhuizen,,Roodehaansterweg 2,9963 TC,beschermd,6.429555026938,53.334885403435
#0080ff,small,,24020,,Werk-woonhuis,,,De Marne,Warfhuizen,,Vaart Westzijde 6,9963 PH,beschermd,6.424789042923,53.340821339127
#0080ff,small,,24021,,Woonhuis,,,De Marne,Warfhuizen,,Vaart Westzijde 18,9963 PH,beschermd,6.424010845217,53.340926896228
#0080ff,small,,24022,,Werk-woonhuis,,,De Marne,Warfhuizen,,Vaart Westzijde 20,9963 PH,beschermd,6.423834604093,53.341090160702
#0080ff,small,,24024,,Boerderij,,,De Marne,Wehe-den Hoorn,,Borgweersterweg 5,9964 TB,beschermd,6.410263600813,53.36202643935
#0080ff,small,,26264,,Industrie- en poldermolen,,,Loppersum,Loppersum,,Molenweg 67,9919 AG,beschermd,6.7398321963,53.331489243843
#0080ff,small,,26265,,Kerk en kerkonderdeel,,,Loppersum,Loppersum,,Kerkpad 8,9919 HG,beschermd,6.748953002154,53.331763698343
#0080ff,small,,26267,,Industrie- en poldermolen,,,Loppersum,Garrelsweer,, Ongd,9918 ZA,beschermd,6.768344865885,53.303558786521
#0080ff,small,,26268,,Begraafplaats en -onderdl,,,Loppersum,Garrelsweer,Bij,Stadsweg 31,9918 PK,beschermd,6.759088825688,53.310638289943
#0080ff,small,,26269,,Industrie- en poldermolen,,,Loppersum,Hoeksmeer,,Hoeksmeersterweg 10,9918 TA,beschermd,6.783275340782,53.297176577496
#0080ff,small,,26270,,Kerk en kerkonderdeel,,,Loppersum,Wirdum,,Kerkeweg 24,9917 PJ,beschermd,6.786205223974,53.323679522788
#0080ff,small,,26271,,Boerderij,,,Loppersum,Wirdum,,Rijksweg 31,9917 PT,beschermd,6.789472413963,53.315230142014
#0080ff,small,,26272,,Boerderij,,,Loppersum,Wirdum,,Wirdumerweg 1,9917 PA,beschermd,6.769155936236,53.325116874057
#0080ff,small,,28283,,Boerderij,,,Marum,Marum,,Haarsterweg 32,9363 VD,beschermd,6.23267558341,53.133717683847
#0080ff,small,,28284,,Boerderij,,,Marum,Marum,,Haarsterweg 34,9363 VE,beschermd,6.231089387576,53.132830243913
#0080ff,small,,28286,,Kerk en kerkonderdeel,,,Marum,Marum,,Noorderringweg 41,9363 HA,beschermd,6.252884328022,53.145291419863
#0080ff,small,,28287,,Boerderij,,,Marum,Marum,,Verlengde Wilpsterweg 2,9363 VA,beschermd,6.245865899307,53.139572765339
#0080ff,small,,28288,,Boerderij,,,Marum,Niebert,,'t Pad 4,9365 TA,beschermd,6.323643184246,53.156531417141
#0080ff,small,,28289,,"Kasteel, buitenplaats",,,Marum,Niebert,,'t Pad 15,9365 TA,beschermd,6.325863211451,53.156873502983
#0080ff,small,,28290,,Industrie- en poldermolen,,,Marum,Niebert,,Molenweg 62,9365 PE,beschermd,6.323725566405,53.160340943528
#0080ff,small,,28291,,"Bedrijfs-,fabriekswoning",,,Marum,Niebert,,Molenweg 64,9365 PE,beschermd,6.323598798187,53.160701383615
#0080ff,small,,28292,,Kerk en kerkonderdeel,,,Marum,Niebert,,Molenweg 90,9365 PG,beschermd,6.328575324871,53.162657352578
#0080ff,small,,28293,,Kerk en kerkonderdeel,,,Marum,Noordwijk,,Westerweg 2,9824 PH,beschermd,6.257009484432,53.169856721649
#0080ff,small,,28294,,Kerk en kerkonderdeel,,,Marum,Nuis,,Nieuweweg 29,9364 PA,beschermd,6.302706426688,53.151265467975
#0080ff,small,,28414,,Boerderij,,,Menterwolde,Meeden,,Hereweg 83,9651 AC,beschermd,6.917191638801,53.140107092875
#0080ff,small,,28415,,Boerderij,,,Menterwolde,Meeden,,Hereweg 87,9651 AC,beschermd,6.918390246083,53.140613040358
#0080ff,small,,28416,,Boerderij,,,Menterwolde,Meeden,,Hereweg 216,9651 AP,beschermd,6.925007171881,53.138389347818
#0080ff,small,,28417,,Boerderij,,,Menterwolde,Meeden,,Hereweg 270,9651 AR,beschermd,6.929412434942,53.138287793939
#0080ff,small,,28418,,Boerderij,,,Menterwolde,Meeden,,Hereweg 334,9651 AS,beschermd,6.941797039964,53.136896501351
#0080ff,small,,28420,,Kerk en kerkonderdeel,,,Menterwolde,Meeden,Bij,Kerkstraat 10,9651 AW,beschermd,6.931794600079,53.139290641642
#0080ff,small,,28421,,Kerk en kerkonderdeel,,,Menterwolde,Meeden,,Kerkstraat 10,9651 AW,beschermd,6.931794279842,53.139281658541
#0080ff,small,,28627,,Boerderij,,,Meppel,Meppel,,Blankensteinweg 51,7943 KN,beschermd,6.218184024911,52.700692270086
#0080ff,small,,28628,,Boerderij,,,Meppel,Meppel,,Hoogeveenseweg 26,7943 KA,beschermd,6.207501290472,52.686377717813
#0080ff,small,,28629,,Overheidsgebouw,,,Meppel,Meppel,,Hoofdstraat 22,7941 AG,beschermd,6.189929082571,52.698396796731
#0080ff,small,,28630,,Woonhuis,,,Meppel,Meppel,,Hoofdstraat 50,7941 AJ,beschermd,6.190415728869,52.697503770441
#0080ff,small,,28631,,Kerk en kerkonderdeel,,,Meppel,Meppel,,Hoofdstraat 52,7941 AJ,beschermd,6.1904275613,52.697341919339
#0080ff,small,,28632,,Kerk en kerkonderdeel,,,Meppel,Meppel,Tegenover,Hoofdstraat 52,7941 AJ,beschermd,6.189806156122,52.697337126178
#0080ff,small,,28633,,Handel en kantoor,,,Meppel,Meppel,Bij,Hoofdstraat 52,7941 AJ,beschermd,6.189822097449,52.697399929646
#0080ff,small,,28634,,Woonhuis,,,Meppel,Meppel,,Kerkplein 14,7941 BG,beschermd,6.189197408686,52.697215409686
#0080ff,small,,28635,,Woonhuis,,,Meppel,Meppel,,Kruisstraat 12,7941 AN,beschermd,6.190329449745,52.699256873961
#0080ff,small,,28636,,Woonhuis,,,Meppel,Meppel,,Kruisstraat 15,7941 AM,beschermd,6.189631593426,52.699117786589
#0080ff,small,,28637,,"Tuin, park en plantsoen",,,Meppel,Meppel,Bij,Wilhelminapark 50,7941 GP,beschermd,6.191632655734,52.689640648053
#0080ff,small,,28638,,Boerderij,,,Meppel,Meppel,,Reggersweg 4,7943 KC,beschermd,6.214190267134,52.688164813835
#0080ff,small,,28639,,Overheidsgebouw,,,Meppel,Meppel,,Reggersweg 6,7943 KC,beschermd,6.2138387,52.6867742
#0080ff,small,,28640,,Begraafplaats en -onderdl,,,Meppel,Meppel,,Steenwijkerstraatweg 94,7942 HR,beschermd,6.19005756755,52.713512517499
#0080ff,small,,28641,,Nijverheid,,,Meppel,Meppel,Bij,Steenwijkerstraatweg 98,7942 HR,beschermd,6.192103475603,52.716940812909
#0080ff,small,,28642,,Woonhuis,,,Meppel,Meppel,,Woldstraat 46,7941 LK,beschermd,6.192957937851,52.698187587182
#0080ff,small,,28643,,Woonhuis,,,Meppel,Meppel,,Zuideinde 56,7941 GJ,beschermd,6.190603873249,52.693233535194
#0080ff,small,,28645,,Boerderij,,,Meppel,Meppel,,Oosterboerweg 26,7943 KG,beschermd,6.225038785005,52.694748508382
#0080ff,small,,28646,,Boerderij,,,Meppel,Meppel,,Oosterboerweg 33,7943 KE,beschermd,6.233597508244,52.697500955256
#0080ff,small,,28647,,Boerderij,,,Meppel,Meppel,,Slotweg 1,7943 KM,beschermd,6.224623551542,52.700898760827
#0080ff,small,,28653,,Boerderij,,,Coevorden,Gees,,Oude Steeg 18,7863 PG,beschermd,6.692465421711,52.746990714165
#0080ff,small,,29889,,,,,Loppersum,Middelstum,,Burchtstraat 17,9991 AA,beschermd,6.643565778854,53.348061901368
#0080ff,small,,29890,,Woonhuis,,,Loppersum,Middelstum,,Burchtstraat 26,9991 AB,beschermd,6.643726391979,53.348419667717
#0080ff,small,,29891,,Woonhuis,,,Loppersum,Middelstum,,Kerkstraat 1,9991 BL,beschermd,6.64123770299,53.347016855236
#0080ff,small,,29892,,Werk-woonhuis,,,Loppersum,Middelstum,,Kerkstraat 3,9991 BL,beschermd,6.641308316609,53.346863354863
#0080ff,small,,29893,,"Sociale zorg, liefdadigh.",,,Loppersum,Middelstum,,Kerkstraat 2,9991 BL,beschermd,6.641575920404,53.346770702464
#0080ff,small,,29894,,Kerk en kerkonderdeel,,,Loppersum,Middelstum,,Menthedalaan 1,9991 BC,beschermd,6.641185402462,53.347799192418
#0080ff,small,,29895,,Kerkelijke dienstwoning,,,Loppersum,Middelstum,,Trekweg 27,9991 AN,beschermd,6.642251820668,53.349351650001
#0080ff,small,,29896,,Kerk en kerkonderdeel,,,Loppersum,Middelstum,,Trekweg 27,9991 AN,beschermd,6.642251820668,53.349351650001
#0080ff,small,,29897,,Kerk en kerkonderdeel,,,Loppersum,Huizinge,,Torenstraat 15,9992 TZ,beschermd,6.672914467561,53.34520859916
#0080ff,small,,29898,,Boerderij,,,Loppersum,Huizinge,,Huizingerweg 2,9992 TW,beschermd,6.667884445447,53.348757892276
#0080ff,small,,29899,,Woonhuis,,,Loppersum,Huizinge,,Marialaan 2,9992 TV,beschermd,6.675031630952,53.34520391488
#0080ff,small,,29900,Melkema,Boerderij,,,Loppersum,Huizinge,,Smedemaweg 3,9992 VA,beschermd,6.677997183806,53.346951379081
#0080ff,small,,29902,Oldenoort,Boerderij,,,Loppersum,Toornwerd,,Oldenoordweg 2,9994 NC,beschermd,6.655746912262,53.361386225798
#0080ff,small,,29903,,Industrie- en poldermolen,,,Loppersum,Toornwerd,,Molenweg 5,9991 AR,beschermd,6.642487325811,53.350733052167
#0080ff,small,,29905,,Begraafplaats en -onderdl,,,Loppersum,Toornwerd,Tegenover,Toornwerderweg 3,9994 PB,beschermd,6.639953146405,53.35447972156
#0080ff,small,,29906,,Woonhuis,,,Loppersum,Westerwijtwerd,,Dorpsweg 14,9993 TK,beschermd,6.644857526737,53.332646154617
#0080ff,small,,29907,,Industrie- en poldermolen,,,Loppersum,Westerwijtwerd,,Dorpsweg 16,9993 TK,beschermd,6.644992330113,53.332635758139
#0080ff,small,,29908,,Kerk en kerkonderdeel,,,Loppersum,Westerwijtwerd,,Pastoriepad 5,9993 TL,beschermd,6.6446301385,53.334113277466
#0080ff,small,,29915,,Boerderij,,,Oldambt,Midwolda,,Hoofdweg 31,9681 AA,beschermd,6.989550253826,53.190343829499
#0080ff,small,,29916,,Boerderij,,,Oldambt,Midwolda,,Hoofdweg 33,9681 AA,beschermd,6.990168467814,53.19087479961
#0080ff,small,,29917,,Werk-woonhuis,,,Oldambt,Midwolda,,Hoofdweg 69,9681 AB,beschermd,6.997990811217,53.193187548398
#0080ff,small,,29918,,Boerderij,,,Oldambt,Midwolda,,Hoofdweg 71,9681 AB,beschermd,6.998803175479,53.19330245575
#0080ff,small,,29919,,Woonhuis,,,Oldambt,Midwolda,,Hoofdweg 111,9681 AC,beschermd,7.006501183138,53.194268244622
#0080ff,small,,29921,,Kerk en kerkonderdeel,,,Oldambt,Midwolda,,Hoofdweg 168,9681 AL,beschermd,7.010149085449,53.194174000416
#0080ff,small,,29922,,Boerderij,,,Oldambt,Oostwold,,Huningaweg 11,9682 PA,beschermd,7.034993142018,53.200126320847
#0080ff,small,,29923,,Kerk en kerkonderdeel,,,Oldambt,Oostwold,,Kerksingel 17,9682 PD,beschermd,7.041641265076,53.203719584225
#0080ff,small,,30435,,Industrie- en poldermolen,,,Pekela,Nieuwe Pekela,,Molenstraat G 37,9663 ST,beschermd,6.940526312861,53.04972647177
#0080ff,small,,30436,,Woonhuis,,,Pekela,Nieuwe Pekela,,Ds. Sicco Tjadenstraat C 91,9663 RD,beschermd,6.962822177521,53.073934868863
#0080ff,small,,30437,,Woonhuis,,,Pekela,Nieuwe Pekela,,Ds. Sicco Tjadenstraat C 96,9663 RD,beschermd,6.963253852667,53.074315646866
#0080ff,small,,30451,,Woonhuis,,,Oldambt,Nieuweschans,,Achterstraat 26,9693 CX,beschermd,7.20815642405,53.179655996821
#0080ff,small,,30452,,Woonhuis,,,Oldambt,Nieuweschans,,Achterstraat 28,9693 CX,beschermd,7.208153022374,53.179575159317
#0080ff,small,,30453,,Boerderij,,,Oldambt,Nieuweschans,,Achterstraat 30,9693 CX,beschermd,7.208150376635,53.179512285701
#0080ff,small,,29924,,Kerkelijke dienstwoning,,,Oldambt,Oostwold,,Kerksingel 2,9682 PD,beschermd,7.042616790053,53.203005118747
#0080ff,small,,29925,,Woonhuis,,,Oldambt,Oostwold,,Pelmolenlaan 1,9682 XJ,beschermd,7.044895470536,53.205049707955
#0080ff,small,,29926,,Woonhuis,,,Oldambt,Oostwold,,Wilhelminalaan 14,9682 PC,beschermd,7.04118489456,53.203528158137
#0080ff,small,,30140,,Kerk en kerkonderdeel,,,Menterwolde,Muntendam,,Kerkstraat 17,9649 GM,beschermd,6.87123392703,53.135328752845
#0080ff,small,,30454,,Kerk en kerkonderdeel,,,Oldambt,Nieuweschans,,Achterstraat 40,9693 CX,beschermd,7.208299339453,53.179141528128
#0080ff,small,,30455,,Boerderij,,,Oldambt,Nieuweschans,,Hamdijk 22,9693 TD,beschermd,7.168549245698,53.161682548617
#0080ff,small,,30456,,Boerderij,,,Oldambt,Nieuweschans,,Hamdijk 25,9693 TB,beschermd,7.184532566635,53.16089570025
#0080ff,small,,30458,,Kerk en kerkonderdeel,,,Oldambt,Nieuweschans,,Kerkstraat 1,9693 EP,beschermd,7.206429658322,53.179861962927
#0080ff,small,,30459,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 11,9693 EE,beschermd,7.206934533071,53.18048343913
#0080ff,small,,30460,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 13,9693 EE,beschermd,7.206783509307,53.18044978039
#0080ff,small,,30461,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 15,9693 EE,beschermd,7.206851089398,53.180277988877
#0080ff,small,,30462,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 17,9693 EE,beschermd,7.206847690096,53.180197151342
#0080ff,small,,30463,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 19,9693 EE,beschermd,7.20675269537,53.180072765442
#0080ff,small,,30464,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 21,9693 EE,beschermd,7.206824429618,53.17999977537
#0080ff,small,,30465,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 23,9693 EE,beschermd,7.206803057793,53.179847309128
#0080ff,small,,30466,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 25,9693 EE,beschermd,7.206677784239,53.17971439499
#0080ff,small,,30467,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 27,9693 EE,beschermd,7.206793615693,53.179622760377
#0080ff,small,,30468,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 31,9693 EE,beschermd,7.206772999531,53.179488258012
#0080ff,small,,30469,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 35,9693 EE,beschermd,7.206767334412,53.179353528746
#0080ff,small,,30470,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 6,9693 EG,beschermd,7.207611119988,53.180563045534
#0080ff,small,,30471,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 8,9693 EG,beschermd,7.207578194502,53.180491643972
#0080ff,small,,30472,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 10,9693 EG,beschermd,7.207575549526,53.180428770358
#0080ff,small,,30473,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 12,9693 EG,beschermd,7.207572904559,53.180365896744
#0080ff,small,,30474,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 14,9693 EG,beschermd,7.207571015302,53.180320987018
#0080ff,small,,30475,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 18,9693 EG,beschermd,7.207699908287,53.180184214827
#0080ff,small,,30476,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 24,9693 EG,beschermd,7.207527132692,53.179989109007
#0080ff,small,,30477,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 26,9693 EG,beschermd,7.207585425791,53.179952273256
#0080ff,small,,30478,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 28,9693 EG,beschermd,7.207507647561,53.179881552635
#0080ff,small,,30479,,Militair wachtgebouw,,,Oldambt,Nieuweschans,,Voorstraat 30,9693 EG,beschermd,7.207505002735,53.179818679007
#0080ff,small,,30480,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 36,9693 EH,beschermd,7.207461499006,53.179495782861
#0080ff,small,,30481,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 38,9693 EH,beschermd,7.207443147717,53.179415172305
#0080ff,small,,30482,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 40,9693 EH,beschermd,7.207440880835,53.179361280614
#0080ff,small,,30483,,Woonhuis,,,Oldambt,Nieuweschans,,Voorstraat 46,9693 EH,beschermd,7.207309939991,53.17909363788
#0080ff,small,,30484,,Boerderij,,,Oldambt,Nieuweschans,,Voorstraat 52,9693 EH,beschermd,7.207036889786,53.17864839834
#0080ff,small,,30485,,Gracht,,,Oldambt,Nieuweschans,, ,9693 ZA,beschermd,7.213243545788,53.179668506055
#0080ff,small,,30486,,Begraafplaats en -onderdl,,,Oldambt,Nieuweschans,, ,9693 ZA,beschermd,7.212206423576,53.179198961171
#0080ff,small,,30487,,Omwalling,,,Oldambt,Nieuweschans,, ,9693 ZA,beschermd,7.212616567095,53.180055536312
#0080ff,small,,30559,,Boerderij,,,Oldambt,Nieuwolda,,Hoofdweg Oost 1,9944 BV,beschermd,6.985518413665,53.247663456395
#0080ff,small,,30560,,Boerderij,,,Oldambt,Nieuwolda,,Hoofdweg Oost 22,9944 BX,beschermd,7.008617753452,53.247928843555
#0080ff,small,,30561,,Boerderij,,,Oldambt,Nieuwolda,,Hoofdweg West 21,9944 EA,beschermd,6.959372448392,53.229549445674
#0080ff,small,,30562,,Boerderij,,,Oldambt,Nieuwolda,,Hoofdweg West 27,9944 EA,beschermd,6.961738923206,53.230785590081
#0080ff,small,,30564,,Kerk en kerkonderdeel,,,Oldambt,Nieuwolda,Bij,Meidoornstraat 14,9944 AR,beschermd,6.975239607573,53.2439893854
#0080ff,small,,30565,,Boerderij,,,Oldambt,Nieuwolda,,Langeweg 2,9944 CC,beschermd,7.014819556302,53.249085131045
#0080ff,small,,30781,,Industrie- en poldermolen,,,Noordenveld,Norg,,Asserstraat 36,9331 JD,beschermd,6.459309154307,53.062599564102
#0080ff,small,,30782,,Kerk en kerkonderdeel,,,Noordenveld,Norg,,Brink 1,9331 AA,beschermd,6.461600950261,53.06719816627
#0080ff,small,,30783,,Kerk en kerkonderdeel,,,Noordenveld,Norg,,Brink 2,9331 AA,beschermd,6.461265707456,53.066311494202
#0080ff,small,,30784,,Boerderij,,,Noordenveld,Norg,,Brink 13,9331 AB,beschermd,6.459391890928,53.065950854883
#0080ff,small,,30785,,Industrie- en poldermolen,,,Noordenveld,Norg,Bij,Westeind 18,9331 CB,beschermd,6.457828011102,53.067267922117
#0080ff,small,,30786,,Boerderij,,,Noordenveld,Norg,,Brink 21,9331 AB,beschermd,6.461302677337,53.065996628686
#0080ff,small,,30787,,Boerderij,,,Noordenveld,Norg,,Esweg 10,9331 AR,beschermd,6.464770228637,53.064446709367
#0080ff,small,,30788,,Boerderij,,,Noordenveld,Norg,,Esweg 12,9331 AR,beschermd,6.465117518455,53.064614329066
#0080ff,small,,30789,,Boerderij,,,Noordenveld,Norg,,Esweg 18,9331 AR,beschermd,6.465061029867,53.06594486729
#0080ff,small,,30790,,Boerderij,,,Noordenveld,Norg,,Esweg 25,9331 AP,beschermd,6.464881347736,53.06531741743
#0080ff,small,,30792,,Boerderij,,,Noordenveld,Norg,,Esweg 29,9331 AP,beschermd,6.464975970178,53.065523259131
#0080ff,small,,30793,,Boerderij,,,Noordenveld,Norg,,Esweg 33,9331 AP,beschermd,6.464660531174,53.066038340271
#0080ff,small,,30794,,Boerderij,,,Noordenveld,Norg,,Steeg 1,9331 AT,beschermd,6.463539831086,53.065365436218
#0080ff,small,,30795,,Boerderij,,,Noordenveld,Norg,,Steeg 3,9337 PG,beschermd,6.440024913751,53.052948329501
#0080ff,small,,30796,,Boerderij,,,Noordenveld,Norg,,Steeg 4,9331 AT,beschermd,6.463861738354,53.065110913652
#0080ff,small,,30797,,Boerderij,,,Noordenveld,Norg,,Steeg 6,9331 AT,beschermd,6.464128213259,53.065027636002
#0080ff,small,,30798,,Boerderij,,,Noordenveld,Norg,,Steeg 8,9331 AT,beschermd,6.464364187559,53.064917672206
#0080ff,small,,30799,,Boerderij,,,Noordenveld,Norg,,Steeg 10,9331 AT,beschermd,6.464626425043,53.064663684522
#0080ff,small,,30800,,Bijgebouwen kastelen enz.,,,Noordenveld,Een,, ,9330 AA,beschermd,6.353765104882,53.084724674277
#0080ff,small,,30801,,Kerk en kerkonderdeel,,,Noordenveld,Veenhuizen,,Hoofdweg 112,9341 BK,beschermd,6.393318032704,53.031296908804
#0080ff,small,,30802,,Boerderij,,,Noordenveld,Westervelde,,Hoofdweg 2A,9337 PA,beschermd,6.443652936139,53.053716168661
#0080ff,small,,30803,,Boerderij,,,Noordenveld,Westervelde,,Hoofdweg 3,9337 PA,beschermd,6.444505133463,53.053187413712
#0080ff,small,,30804,,Boerderij,,,Noordenveld,Westervelde,,Hoofdweg 5,9337 PA,beschermd,6.444285659098,53.052749004858
#0080ff,small,,30805,Huis Westervelde,"Kasteel, buitenplaats",,,Noordenveld,Westervelde,,Hoofdweg 19,9337 PA,beschermd,6.445081165158,53.049893191419
#0080ff,small,,30806,,Boerderij,,,Noordenveld,Westervelde,,Hoofdweg 6,9337 PA,beschermd,6.442469522963,53.052890848791
#0080ff,small,,30807,,Boerderij,,,Noordenveld,Westervelde,,Hoofdweg 8,9337 PA,beschermd,6.442200536531,53.052255165645
#0080ff,small,,30808,,"Tuin, park en plantsoen",,,Noordenveld,Westervelde,Bij,Hoofdweg 19,9337 PA,beschermd,6.445081165158,53.049893191419
#0080ff,small,,30809,,Boerderij,,,Noordenveld,Zuidvelde,,Asserstraat 76,9335 TC,beschermd,6.457263921966,53.044374852004
#0080ff,small,,30810,,Boerderij,,,Noordenveld,Zuidvelde,,Asserstraat 78,9335 TC,beschermd,6.458370983392,53.043915608742
#0080ff,small,,30811,,Boerderij,,,Noordenveld,Zuidvelde,,Asserstraat 85,9335 TA,beschermd,6.457923653632,53.046337043625
#0080ff,small,,30812,,Boerderij,,,Noordenveld,Zuidvelde,,Asserstraat 87,9335 TA,beschermd,6.45734006746,53.045650286709
#0080ff,small,,30813,,Boerderij,,,Noordenveld,Zuidvelde,,Asserstraat 93,9335 TA,beschermd,6.458549594803,53.044507133942
#0080ff,small,,30814,,Boerderij,,,Noordenveld,Zuidvelde,,Brink 1,9335 TG,beschermd,6.456884263784,53.044701769348
#0080ff,small,,30815,,Boerderij,,,Noordenveld,Zuidvelde,,Brink 2,9335 TG,beschermd,6.455745466228,53.044478290545
#0080ff,small,,30918,,Boerderij,,,Delfzijl,Delfzijl,,Farmsumerweg 59,9932 BA,beschermd,6.885892079172,53.319656100603
#0080ff,small,,30957,,Industrie- en poldermolen,,,Meppel,Nijeveen,,Burg. Weimalaan 1,7948 AL,beschermd,6.168598800911,52.732591419984
