marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,SubCategorieMS,BouwjaarBegin,BouwjaarEind,Gemeente,Plaats,Situering,Adres,Postcode,Status,long,lat
#0080ff,small,,7061,Aeolus,Industrie- en poldermolen,,,Winsum,Adorp,Bij,Molenweg 7,9774 PG,beschermd,6.536545806382,53.275734228791
#0080ff,small,,7062,,Horeca,,,Winsum,Adorp,,Provincialeweg 37,9774 PA,beschermd,6.535541058692,53.275159738111
#0080ff,small,,7063,,Woonhuis,,,Winsum,Adorp,,Torenweg 15,9774 PH,beschermd,6.533357804868,53.274803173651
#0080ff,small,,7064,,Woonhuis,,,Winsum,Adorp,,Torenweg 17,9774 PH,beschermd,6.533308308338,53.274632908657
#0080ff,small,,7065,,Kerk en kerkonderdeel,,,Winsum,Adorp,,Torenweg 4,9774 PJ,beschermd,6.534279638039,53.274515801405
#0080ff,small,,7066,,Industrie- en poldermolen,,,Winsum,Klein Wetsinge,,Molenstreek 3,9773 TJ,beschermd,6.532548921537,53.300807778528
#0080ff,small,,7067,,Kerkelijke dienstwoning,,,Winsum,Groot Wetsinge,,Karspelweg 2,9773 TL,beschermd,6.528987025417,53.303950864273
#0080ff,small,,7068,,Woonhuis,,,Winsum,Groot Wetsinge,,Karspelweg 3,9773 TL,beschermd,6.529663832112,53.304016319916
#0080ff,small,,7069,De Paddepoel,Boerderij,,,Winsum,Adorp,,Paddepoelsterweg 5,9774 TG,beschermd,6.523164346212,53.257745388489
#0080ff,small,,7070,,Boerderij,,,Winsum,Adorp,,Wierumerschouwsterweg 23,9774 TE,beschermd,6.511146882003,53.274473913409
#0080ff,small,,7071,,Boerderij,,,Zuidhorn,Aduard,,Burg van Barneveldweg 3,9831 RD,beschermd,6.457557954919,53.258348162916
#0080ff,small,,7072,Horn Heem,Boerderij,,,Zuidhorn,Aduard,,Dorpsstraat 6,9832 PD,beschermd,6.447435140475,53.227525604917
#0080ff,small,,7073,,Kerkelijke dienstwoning,,,Zuidhorn,Aduard,,Hofstraat 47,9831 RB,beschermd,6.458950089407,53.256475616531
#0080ff,small,,7074,,Woonhuis,,,Zuidhorn,Aduard,,Kaakheem 2,9831 RC,beschermd,6.459404000285,53.256651286491
#0080ff,small,,7075,,"Klooster, kloosteronderdl",,,Zuidhorn,Aduard,,Burg Seinenstraat 42,9831 PX,beschermd,6.460058283314,53.256447747019
#0080ff,small,,7076,,Brug,,,Zuidhorn,Aduard,, ,9830 AA,beschermd,6.482927998122,53.261866546088
#0080ff,small,,7077,,Industrie- en poldermolen,,,Zuidhorn,Fransum,,Aduarderdiep 1,9833 TG,beschermd,6.482582012041,53.26831276141
#0080ff,small,,7078,,Boerderij,,,Zuidhorn,Fransum,,Fransumerweg 2,9833 TC,beschermd,6.449076994448,53.278489383693
#0080ff,small,,7079,,Kerk en kerkonderdeel,,,Zuidhorn,Fransum,,Fransumerweg 4,9833 TC,beschermd,6.447526913189,53.278251468394
#0080ff,small,,7080,,Werk-woonhuis,,,Zuidhorn,Den Ham,,Ds Koppiusweg 2,9833 PD,beschermd,6.427882349518,53.273094567454
#0080ff,small,,7081,,Kerk en kerkonderdeel,,,Zuidhorn,Den Ham,,Ds Koppiusweg 42,9833 PD,beschermd,6.42724332219,53.270215583467
#0080ff,small,,7082,Hamsterborg,"Kasteel, buitenplaats",,,Zuidhorn,Den Ham,,Sietse Veldstraweg 25,9833 TA,beschermd,6.417244730865,53.276475156504
#0080ff,small,,7083,,Boerderij,,,Zuidhorn,Den Horn,,Weersterweg 14,9832 TE,beschermd,6.465558465613,53.234274520269
#0080ff,small,,7084,,Boerderij,,,Zuidhorn,Den Horn,,Weersterweg 20,9832 TE,beschermd,6.457717602022,53.230938942961
#0080ff,small,,7522,,Woonhuis,,,Menterwolde,Zuidbroek,,Heiligelaan 97,9636 CM,beschermd,6.873717660817,53.171569824132
#0080ff,small,,8418,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 26,9401 GN,beschermd,6.55790529521,52.994040173565
#0080ff,small,,8419,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 28,9401 GN,beschermd,6.557636777206,52.994024828918
#0080ff,small,,8420,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 30,9401 GN,beschermd,6.557444646209,52.994080631944
#0080ff,small,,8421,Witte Huis,Woonhuis,,,Assen,Assen,,Vaart N.Z. 36,9401 GN,beschermd,6.556997438153,52.994067034996
#0080ff,small,,8422,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 48,9401 GN,beschermd,6.556222873472,52.994065625104
#0080ff,small,,8423,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 88,9406 CM,beschermd,6.551000268522,52.994269362652
#0080ff,small,,8424,,Woonhuis,,,Assen,Assen,,Vaart N.Z. 126,9406 CP,beschermd,6.545925087759,52.994417520908
#0080ff,small,,8425,,Woonhuis,,,Assen,Assen,,Vaart Z.Z. 33,9401 GG,beschermd,6.555999923847,52.993528584999
#0080ff,small,,8426,,Woonhuis,,,Assen,Assen,,Vaart Z.Z. 49,9401 GH,beschermd,6.554274776074,52.993626323004
#0080ff,small,,8427,,Woonhuis,,,Assen,Assen,,Vaart Z.Z. 51,9401 GH,beschermd,6.554110014837,52.993591983444
#0080ff,small,,8428,,Woonhuis,,,Assen,Assen,,Vaart Z.Z. 53,9401 GH,beschermd,6.553887136338,52.993612132881
#0080ff,small,,8429,,Boerderij,,,Assen,Assen,,Anreep 6,9404 TE,beschermd,6.58512468463,52.976964692431
#0080ff,small,,8431,,Boerderij,,,Assen,Assen,,Witterhaar 11,9405 VJ,beschermd,6.518392173471,52.980382961596
#0080ff,small,,8432,,Boerderij,,,Assen,Assen,,Witterzomer 1,9405 VE,beschermd,6.515134173677,52.98106980312
#0080ff,small,,8152,,Kerk en kerkonderdeel,,,Aa en Hunze,Anloo,,Kerkbrink 3,9467 PH,beschermd,6.697935460608,53.043094586379
#0080ff,small,,8153,,Kerk en kerkonderdeel,,,Aa en Hunze,Anloo,,Kerkbrink 5,9467 PH,beschermd,6.697667135034,53.043097525816
#0080ff,small,,8154,,Boerderij,,,Aa en Hunze,Anloo,,Kerkbrink 4,9467 PH,beschermd,6.69669953489,53.043153056044
#0080ff,small,,8155,,Kerk en kerkonderdeel,,,Aa en Hunze,Annerveenschekanaal,,Greveling 117,9654 PP,beschermd,6.803705010682,53.076894230589
#0080ff,small,,8156,,Woonhuis,,,Aa en Hunze,Annerveenschekanaal,,Ellentshoek 10,9654 PW,beschermd,6.789929505526,53.085180819428
#0080ff,small,,8157,,Boerderij,,,Aa en Hunze,Anloo,,Lunsenhof 20,9467 PM,beschermd,6.700929858777,53.042998833041
#0080ff,small,,8158,,Woonhuis,,,Aa en Hunze,Anloo,,Brinkstraat 5,9467 PD,beschermd,6.698702488755,53.042816567837
#0080ff,small,,8207,,Woonhuis,,,Appingedam,Appingedam,,Broerstraat 2,9901 EK,beschermd,6.855973829207,53.322083361546
#0080ff,small,,8208,,Kerk en kerkonderdeel,,,Appingedam,Appingedam,,Broerstraat 6,9901 EK,beschermd,6.856011795427,53.322316547905
#0080ff,small,,8209,,Industrie,,,Appingedam,Appingedam,,Dijkhuizenweg 28,9903 AC,beschermd,6.850354000691,53.319680604885
#0080ff,small,,8210,,Werk-woonhuis,,,Appingedam,Appingedam,,Dijkstraat 30,9901 AS,beschermd,6.857665690124,53.320642799185
#0080ff,small,,8211,,Werk-woonhuis,,,Appingedam,Appingedam,,Dijkstraat 32,9901 AT,beschermd,6.857812338312,53.320542152797
#0080ff,small,,8212,,Werk-woonhuis,,,Appingedam,Appingedam,,Dijkstraat 34,9901 AT,beschermd,6.857833165002,53.320712642581
#0080ff,small,,8213,,Boerderij,,,Delfzijl,Delfzijl,,Farmsumerweg 40,9932 BB,beschermd,6.884714173231,53.319014760078
#0080ff,small,,8214,,Dienstwoning,,,Appingedam,Appingedam,,Gouden Pand 1,9901 EG,beschermd,6.856196717817,53.321137049606
#0080ff,small,,8215,,Woonhuis,,,Appingedam,Appingedam,,Gouden Pand 5,9901 EG,beschermd,6.856290099814,53.321234760344
#0080ff,small,,8216,,Werk-woonhuis,,,Appingedam,Appingedam,,Gouden Pand 7,9901 EG,beschermd,6.856261626524,53.321280041134
#0080ff,small,,8217,,Werk-woonhuis,,,Appingedam,Appingedam,,Gouden Pand 4,9901 EH,beschermd,6.856531054656,53.321258774615
#0080ff,small,,8218,,Werk-woonhuis,,,Appingedam,Appingedam,,Gouden Pand 6a,9901 EH,beschermd,6.856594433097,53.321356851904
#0080ff,small,,8219,,Woonhuis,,,Appingedam,Appingedam,,Gouden Pand 10,9901 EH,beschermd,6.856418693475,53.321484812003
#0080ff,small,,8220,,Woonhuis,,,Appingedam,Appingedam,,Gouden Pand 12,9901 EH,beschermd,6.856361746783,53.321575373629
#0080ff,small,,8221,,Woonhuis,,,Appingedam,Appingedam,,Gouden Pand 16,9901 EH,beschermd,6.856351950896,53.321728264765
#0080ff,small,,8222,,Woonhuis,,,Appingedam,Appingedam,,Gouden Pand 18,9901 EH,beschermd,6.856338786048,53.321782344997
#0080ff,small,,8223,,Industrie- en poldermolen,,,Appingedam,Appingedam,Bij,de Groeve WZ 26,9903 BA,beschermd,6.844634968764,53.296573719251
#0080ff,small,,8224,,Boerderij,,,Appingedam,Appingedam,,Jan Bronsweg 4,9901 BX,beschermd,6.868133877434,53.324351537242
#0080ff,small,,8225,,Handel en kantoor,,,Appingedam,Appingedam,,Solwerderstraat 1,9901 BA,beschermd,6.856713226057,53.321319453344
#0080ff,small,,8226,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 3,9901 BA,beschermd,6.856800482516,53.321237507492
#0080ff,small,,8227,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 7,9901 BA,beschermd,6.856954794374,53.32136143238
#0080ff,small,,8228,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 29,9901 BA,beschermd,6.85812343928,53.321302203326
#0080ff,small,,8229,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 31,9901 BA,beschermd,6.858201517048,53.32139111335
#0080ff,small,,8230,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 33,9901 BA,beschermd,6.858336844345,53.3213984436
#0080ff,small,,8231,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 39,9901 BB,beschermd,6.858709754373,53.32133097276
#0080ff,small,,8232,,Dienstwoning,,,Appingedam,Appingedam,,Solwerderstraat 47,9901 BB,beschermd,6.859028483801,53.321434908851
#0080ff,small,,8233,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 4,9901 BD,beschermd,6.856646171547,53.321113582398
#0080ff,small,,8234,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 10,9901 BD,beschermd,6.856944990066,53.321073982503
#0080ff,small,,8235,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 12,9901 BD,beschermd,6.857078477706,53.32102741732
#0080ff,small,,8236,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 14,9901 BD,beschermd,6.857198188639,53.321016966707
#0080ff,small,,8237,,Dienstwoning,,,Appingedam,Appingedam,,Solwerderstraat 16,9901 BD,beschermd,6.857348210304,53.321015131783
#0080ff,small,,8238,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 18,9901 BD,beschermd,6.857423221132,53.321014214251
#0080ff,small,,8239,,"Bedrijfs-,fabriekswoning",,,Appingedam,Appingedam,,Solwerderstraat 22,9901 BD,beschermd,6.857753881828,53.321028142168
#0080ff,small,,8240,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 32,9901 BE,beschermd,6.858721689093,53.321240961061
#0080ff,small,,8241,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 34,9901 BE,beschermd,6.858933254386,53.32128330346
#0080ff,small,,8242,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 36,9901 BE,beschermd,6.859052658738,53.321263868198
#0080ff,small,,8243,,Woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 62,9901 BG,beschermd,6.860510072522,53.321749259543
#0080ff,small,,8244,,Werk-woonhuis,,,Appingedam,Appingedam,,Solwerderstraat 66,9901 BG,beschermd,6.860676941954,53.321801133329
#0080ff,small,,8245,,Bestuursgebouw en onderdl,,,Appingedam,Appingedam,,Wijkstraat 1,9901 AE,beschermd,6.856135479637,53.320221169398
#0080ff,small,,8246,,Woonhuis,,,Appingedam,Appingedam,,Wijkstraat 25,9901 AE,beschermd,6.857646703271,53.320526206217
#0080ff,small,,8247,,Kerk en kerkonderdeel,,,Appingedam,Appingedam,,Wijkstraat 32,9901 AJ,beschermd,6.857623714419,53.319852495497
#0080ff,small,,8248,,Bestuursgebouw en onderdl,,,Appingedam,Appingedam,,Wijkstraat 34,9901 AJ,beschermd,6.857451661693,53.320088250863
#0080ff,small,,8249,,Overheidsgebouw,,,Appingedam,Appingedam,,Wijkstraat 36,9901 AJ,beschermd,6.857588823824,53.320149478835
#0080ff,small,,8250,,Gerechtsgebouw,,,Appingedam,Appingedam,,Wijkstraat 38,9901 AJ,beschermd,6.858327570325,53.319807936063
#0080ff,small,,8251,,Aanlegvoorziening,,,Appingedam,Appingedam,Bij,Solwerderstraat 14,9901 BD,beschermd,6.857198188639,53.321016966707
#0080ff,small,,8252,,Kerk en kerkonderdeel,,,Appingedam,Marsum,,Marsumerweg 12,9901 TP,beschermd,6.874874357902,53.33959936308
#0080ff,small,,8253,,Kerk en kerkonderdeel,,,Appingedam,Opwierde,,Opwierderweg 122,9902 RH,beschermd,6.873515550525,53.313276534234
#0080ff,small,,8254,,Kerkelijke dienstwoning,,,Appingedam,Solwerd,,Pastorielaan 1,9901 CE,beschermd,6.87001750736,53.323258912788
#0080ff,small,,8255,,Boerderij,,,Appingedam,Solwerd,,Pastorielaan 7,9901 CE,beschermd,6.870237278605,53.323975127108
#0080ff,small,,8256,,Kerk en kerkonderdeel,,,Appingedam,Solwerd,,Pastorielaan 5,9901 CE,beschermd,6.869185514697,53.323943166668
#0080ff,small,,8258,,Woonhuis,,,Appingedam,Tjamsweer,,Alberdaweg 18,9901 HT,beschermd,6.832666848865,53.319894621801
#0080ff,small,,8261,,Gracht,,,Appingedam,Tjamsweer,Bij,Stadsweg 39,9903 TA,beschermd,6.81210698716,53.316293910647
#0080ff,small,,8262,,Kerk en kerkonderdeel,,,Appingedam,Tjamsweer,,Tjamsweersterweg 21,9901 TB,beschermd,6.833814460242,53.323232783758
#0080ff,small,,8400,,Omwalling,,,Assen,Assen,, ,9400 AA,beschermd,6.605602251958,52.993644430907
#0080ff,small,,8401,,Dienstwoning,,,Assen,Assen,,Beilerstraat 84,9401 PN,beschermd,6.56132538879,52.983339033566
#0080ff,small,,8402,,"Tuin, park en plantsoen",,,Assen,Assen,Tegenover,Beilerstraat 84,9401 PN,beschermd,6.562692248512,52.983774950226
#0080ff,small,,8403,,Kerk en kerkonderdeel,,,Assen,Assen,,Brink 2,9401 HS,beschermd,6.564103579382,52.993565908818
#0080ff,small,,8405,,"Klooster, kloosteronderdl",,,Assen,Assen,,Brink 6,9401 HS,beschermd,6.564537352014,52.993633533584
#0080ff,small,,8406,,Overheidsgebouw,,,Assen,Assen,,Brink 8,9401 HS,beschermd,6.564572966897,52.993848871177
#0080ff,small,,8407,,Overheidsgebouw,,,Assen,Assen,,Brink 9,9401 HS,beschermd,6.564282928666,52.994139311878
#0080ff,small,,8408,,Gerechtsgebouw,,,Assen,Assen,,Brinkstraat 4,9401 HZ,beschermd,6.564034400862,52.994312512018
#0080ff,small,,8409,,Woonhuis,,,Assen,Assen,,Brink 30,9401 HT,beschermd,6.562937498211,52.993406630156
#0080ff,small,,8410,,Gerechtsgebouw,,,Assen,Assen,,Brink 42,9401 HV,beschermd,6.563800739185,52.992831954688
#0080ff,small,,8411,,Kerk en kerkonderdeel,,,Assen,Assen,,Kerkplein 1,9401 GZ,beschermd,6.559979356184,52.99251901314
#0080ff,small,,8412,,"Klooster, kloosteronderdl",,,Assen,Assen,,Kloosterstraat 1,9401 KD,beschermd,6.564180530966,52.993106813396
#0080ff,small,,8413,,Bijgebouwen kastelen enz.,,,Assen,Assen,,Kloosterstraat 2,9401 KD,beschermd,6.563949885894,52.992839473595
#0080ff,small,,8414,,Woonhuis,,,Assen,Assen,,Markt 7,9401 GS,beschermd,6.559839405849,52.993958307629
#0080ff,small,,8415,,Onderwijs en wetenschap,,,Assen,Assen,,Dr. Nassaulaan 5,9401 HJ,beschermd,6.558054207361,52.991270716485
#0080ff,small,,8417,,"Tuin, park en plantsoen",,,Assen,Assen,,Brink 38,9401 HV,beschermd,6.562975457213,52.992606412495
#0080ff,small,,8576,,Boerderij,,,Winsum,Baflo,,Abbeweersterweg 3,9954 TX,beschermd,6.541499250323,53.349363527309
#0080ff,small,,8577,,Woonhuis,,,Winsum,Baflo,,Heerestraat 3,9953 PH,beschermd,6.516003998894,53.363848201322
#0080ff,small,,8578,,Kerk en kerkonderdeel,,,Winsum,Baflo,, ,9953 ZA,beschermd,6.513527727792,53.362793109655
#0080ff,small,,8579,Arion,Boerderij,,,Winsum,Den Andel,,M D Teenstraweg 2,9956 TC,beschermd,6.510911828599,53.412185534995
#0080ff,small,,8580,,Woonhuis,,,Winsum,Den Andel,,Oude Dijk 9,9956 PA,beschermd,6.50919974937,53.393843630725
#0080ff,small,,8581,De Jonge Hendrik,Industrie- en poldermolen,,,Winsum,Den Andel,,Oude Dijk 11,9956 PA,beschermd,6.509113324302,53.393988208819
#0080ff,small,,8582,,Kerk en kerkonderdeel,,,Winsum,Den Andel,,De Streekweg 91,9956 PR,beschermd,6.510147741911,53.385244375551
#0080ff,small,,8583,Asinga,Boerderij,,,Winsum,Rasquert,,Azingaweg 2,9955 VK,beschermd,6.515581623973,53.368938165878
#0080ff,small,,8584,,Woonhuis,,,Winsum,Rasquert,,Meijmaweg 21,9955 VC,beschermd,6.516709506578,53.368406400679
#0080ff,small,,8585,,Woonhuis,,,Winsum,Rasquert,,Meijmaweg 2,9955 VD,beschermd,6.516208391419,53.365913034016
#0080ff,small,,8586,,Woonhuis,,,Winsum,Rasquert,,Meijmaweg 6,9955 VD,beschermd,6.517463745292,53.367950022929
#0080ff,small,,8587,Almaheerdt,Boerderij,,,Winsum,Rasquert,,Warffumerweg 6,9955 VP,beschermd,6.515687466083,53.375838305502
#0080ff,small,,8588,,Kerk en kerkonderdeel,,,Winsum,Saaxumhuizen,,Nienhuisweg 1,9957 NG,beschermd,6.48488026778,53.381622635829
#0080ff,small,,8589,,Kerk en kerkonderdeel,,,Winsum,Tinallinge,,Kerkpad 6,9954 TT,beschermd,6.534393170841,53.356584333625
#0080ff,small,,8590,,Woonhuis,,,Winsum,Tinallinge,,Tjarda van Starkenborghweg 12,9954 TS,beschermd,6.534581505943,53.356888058471
#0080ff,small,,8591,,Boerderij,,,Winsum,Tinallinge,,De Vennenweg 1,9954 TR,beschermd,6.537128505786,53.356648070349
#0080ff,small,,8728,,Kerk en kerkonderdeel,,,Bedum,Bedum,,Plantsoen 2,9781 HL,beschermd,6.603464706048,53.301620538223
#0080ff,small,,8729,,Woonhuis,,,Bedum,Ellerhuizen,,Ellerhuizen 21,9781 TS,beschermd,6.616784465866,53.280538027253
#0080ff,small,,8730,,Boerderij,,,Bedum,Noordwolde,,Noordwolderweg 3,9784 TA,beschermd,6.59164057485,53.281628509835
#0080ff,small,,8731,,Kerk en kerkonderdeel,,,Bedum,Noordwolde,,Noordwolderweg 29,9784 PA,beschermd,6.588293063663,53.271795128427
#0080ff,small,,8732,,Boerderij,,,Bedum,Bedum,,Noordwolderweg 124,9781 TA,beschermd,6.59744082959,53.291697692751
#0080ff,small,,8734,,Boerderij,,,Bedum,Bedum,,Wolddijk 44,9781 TK,beschermd,6.576779246032,53.291877100172
#0080ff,small,,8735,,Bestuursgebouw en onderdl,,,Bedum,Onderdendam,,Bedumerweg 2,9959 PG,beschermd,6.58831873631,53.335183297122
#0080ff,small,,8736,,Kerk en kerkonderdeel,,,Bedum,Onderdendam,,Bedumerweg 15,9959 PE,beschermd,6.58988463022,53.335347364022
#0080ff,small,,8737,,Woonhuis,,,Bedum,Onderdendam,,Bedumerweg 20,9959 PG,beschermd,6.58989085951,53.335032789169
#0080ff,small,,8738,,Woonhuis,,,Bedum,Onderdendam,,Bedumerweg 28,9959 PG,beschermd,6.590645443372,53.334099672325
#0080ff,small,,8739,,Woonhuis,,,Bedum,Onderdendam,,Bedumerweg 32,9959 PG,beschermd,6.590756471601,53.333775062061
#0080ff,small,,8740,,Woonhuis,,,Bedum,Onderdendam,,Boterdiep Oz 1,9959 PM,beschermd,6.591125369818,53.33569438859
#0080ff,small,,8741,,Woonhuis,,,Bedum,Onderdendam,,Uiterdijk 5,9959 PK,beschermd,6.590651067109,53.335375638682
#0080ff,small,,8742,Zilvermeeuw,Industrie- en poldermolen,,,Bedum,Onderdendam,,Winsumerweg 5,9959 TD,beschermd,6.580053646796,53.3413940717
#0080ff,small,,8743,,Brug,,,Bedum,Onderdendam,Bij,Uiterdijk 5,9959 PK,beschermd,6.590651067109,53.335375638682
#0080ff,small,,8744,,Brug,,,Bedum,Onderdendam,,Uiterdijk 3,9959 PK,beschermd,6.590757580273,53.33488932444
#0080ff,small,,8745,,Woonhuis,,,Bedum,Onderdendam,,Middelstumerweg 1,9959 TC,beschermd,6.588475108078,53.335945550645
#0080ff,small,,8864,,Boerderij,,,Oldambt,Beerta,,Hoofdstraat 99,9686 VG,beschermd,7.08549334018,53.165467472622
#0080ff,small,,8865,,Boerderij,,,Oldambt,Beerta,,Hoofdstraat 137,9686 VH,beschermd,7.087799465341,53.167447970585
#0080ff,small,,8866,,Boerderij,,,Oldambt,Beerta,,Hoofdstraat 153,9686 VH,beschermd,7.089272107107,53.168766202277
#0080ff,small,,8867,,Kerk en kerkonderdeel,,,Oldambt,Beerta,,Hoofdstraat 257,9686 PC,beschermd,7.096894462066,53.174688327695
#0080ff,small,,8868,,Kerk en kerkonderdeel,,,Oldambt,Beerta,,Hoofdstraat 263,9686 PC,beschermd,7.097925936631,53.175428560795
#0080ff,small,,8869,,Boerderij,,,Oldambt,Beerta,,Hoofdstraat 24,9686 VJ,beschermd,7.082660597894,53.161490176555
#0080ff,small,,8870,,Woonhuis,,,Oldambt,Beerta,,Hoofdstraat 156,9686 PJ,beschermd,7.097422724485,53.174429144527
#0080ff,small,,8871,,Boerderij,,,Oldambt,Beerta,,Schanskerdijk 27,9688 RG,beschermd,7.189294716562,53.198779012274
#0080ff,small,,8872,,Omwalling,,,Oldambt,Beerta,, ,9686 ZA,beschermd,7.139621725009,53.156356896537
#0080ff,small,,8873,,Boerderij,,,Oldambt,Beerta,,Oude Statenzijl 1,9688 RJ,beschermd,7.207160682668,53.192262833612
#0080ff,small,,8874,,Kerk en kerkonderdeel,,,Oldambt,Nieuw-Beerta,,Hoofdweg 18,9687 PL,beschermd,7.161698299039,53.188998603342
#0080ff,small,,8889,,Industrie- en poldermolen,,,Midden-Drenthe,Beilen,,Makkum 40,9411 TK,beschermd,6.531653883582,52.846437664957
#0080ff,small,,8890,,Kerk en kerkonderdeel,,,Midden-Drenthe,Beilen,,Prins Bernhardstraat 12,9411 KH,beschermd,6.516143730475,52.858017360379
#0080ff,small,,8893,,Boerderij,,,Bellingwedde,Bellingwolde,,Hoofdweg 66,9695 AM,beschermd,7.153029777215,53.10454372659
#0080ff,small,,8894,,Boerderij,,,Bellingwedde,Bellingwolde,,Hoofdweg 37,9695 AB,beschermd,7.146163237138,53.102047318674
#0080ff,small,,8895,,Bestuursgebouw en onderdl,,,Bellingwedde,Bellingwolde,,Hoofdweg 162,9695 AS,beschermd,7.162657419577,53.112445439371
#0080ff,small,,8896,,Woonhuis,,,Bellingwedde,Bellingwolde,,Hoofdweg 164,9695 AS,beschermd,7.162846488554,53.112685306303
#0080ff,small,,8897,,Woonhuis,,,Bellingwedde,Bellingwolde,,Hoofdweg 222,9695 AV,beschermd,7.165742861885,53.116291366779
#0080ff,small,,8898,,Kerk en kerkonderdeel,,,Bellingwedde,Bellingwolde,,Hoofdweg 227,9695 AG,beschermd,7.166530992344,53.120207314936
#0080ff,small,,8899,,Gerechtsgebouw,,,Bellingwedde,Bellingwolde,,Hoofdweg 235,9695 AH,beschermd,7.16643661464,53.120819884505
#0080ff,small,,8900,,Woonhuis,,,Bellingwedde,Bellingwolde,,Hoofdweg 290,9695 AW,beschermd,7.169747293841,53.123943342485
#0080ff,small,,8902,,Woonhuis,,,Bellingwedde,Bellingwolde,,Hoofdweg 299,9695 AJ,beschermd,7.171368051774,53.127019989582
#0080ff,small,,8904,,Boerderij,,,Bellingwedde,Bellingwolde,,Hoofdweg 306,9695 AX,beschermd,7.17135753224,53.125312472879
#0080ff,small,,8905,,Woonhuis,,,Bellingwedde,Bellingwolde,,Hoofdweg 312,9695 AX,beschermd,7.17140906922,53.126201493118
#0080ff,small,,8906,,Industrie- en poldermolen,,,Bellingwedde,Bellingwolde,,Hoofdweg 314,9695 AX,beschermd,7.171829916205,53.125898628347
#0080ff,small,,8907,,Boerderij,,,Bellingwedde,Bellingwolde,,Koudehoek 2,9696 XP,beschermd,7.143920826841,53.144016861853
#0080ff,small,,8908,,"Fort, vesting en -onderdl",,,Vlagtwedde,Bourtange,, ,9540 AA,beschermd,7.197983213202,53.013668865428
#0080ff,small,,8909,,"Fort, vesting en -onderdl",,,Bellingwedde,Bellingwolde,, ,9695 ZA,beschermd,7.184748668604,53.123952854619
#0080ff,small,,8910,,Boerderij,,,Bellingwedde,Blijham,Bij,Driepoldersweg 11,9698 XP,beschermd,7.049337046234,53.076764228383
#0080ff,small,,8911,,Boerderij,,,Bellingwedde,Blijham,,Oosteinde 13,9697 XE,beschermd,7.08180289396,53.112439360765
#0080ff,small,,8912,,Kerk en kerkonderdeel,,,Bellingwedde,Blijham,,Oosteinde 31Ongd,9697 XE,beschermd,7.086375094122,53.110190591216
#0080ff,small,,8913,,Kerk en kerkonderdeel,,,Bellingwedde,Oudeschans,,Voorstraat 33,9696 XG,beschermd,7.140166966897,53.138059100182
#0080ff,small,,8914,,Boerderij,,,Bellingwedde,Oudeschans,,Poortweg 1,9696 XK,beschermd,7.139050045808,53.137419337131
#0080ff,small,,8915,,Woonhuis,,,Bellingwedde,Oudeschans,,Voorstraat 14,9696 XH,beschermd,7.142086940014,53.137860229704
#0080ff,small,,8916,,Woonhuis,,,Bellingwedde,Oudeschans,,Voorstraat 20,9696 XH,beschermd,7.141851948871,53.137962535453
#0080ff,small,,8917,,Woonhuis,,,Bellingwedde,Oudeschans,,Voorstraat 22,9696 XH,beschermd,7.141733907286,53.138000214658
#0080ff,small,,8918,,"Fort, vesting en -onderdl",,,Bellingwedde,Oudeschans,, ,9566 ZA,beschermd,7.143212301504,53.138338063376
#0080ff,small,,8919,,Gracht,,,Bellingwedde,Oudeschans,, ,9566 ZA,beschermd,7.142553366272,53.135723321391
#0080ff,small,,8920,,"Fort, vesting en -onderdl",,,Bellingwedde,Oudeschans,, ,9566 ZA,beschermd,7.142006477973,53.136980617515
#0080ff,small,,8921,,Industrie- en poldermolen,,,Bellingwedde,Veelerveen,, Ongd,9566 ZA,beschermd,7.124361058678,53.059925301221
#0080ff,small,,8922,,Kerk en kerkonderdeel,,,Bellingwedde,Vriescheloo,,Dorpsstraat 119,9699 PE,beschermd,7.120847905134,53.07693623733
#0080ff,small,,8923,,Boerderij,,,Bellingwedde,Vriescheloo,,Dorpsstraat 6,9699 PH,beschermd,7.139770732839,53.096110260079
